track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,genre
5GmhrrcziQz36B3R4AyJYE,Seven Lions;Skyler Stonestreet,Where I Won't Be Found,Freesol,48,210884,False,0.443,0.727,0,-5.171,0,0.0984,0.0987,9.35e-06,0.118,0.424,74.827,4,dubstep,Electronic
2zhqm7h2RiyPuG0L5cAqN7,Animadrop,Stuck in a Timeloop,Stuck in a Timeloop,41,416210,False,0.48,0.903,7,-3.262,1,0.191,0.294,0.00278,0.202,0.188,95.063,4,dubstep,Electronic
2yg53XBaQDtIk6hYT2VFSD,William Black;Fairlane,Broken,Broken,47,228705,False,0.49,0.828,1,-4.374,1,0.0379,0.0265,0.0,0.149,0.31,170.049,4,dubstep,Electronic
6U3KzIa82ZCKAROmpg7PqT,A.M.C,ENERGY,The End,18,316534,False,0.568,0.995,0,0.651,1,0.216,0.000282,0.213,0.788,0.4,172.021,4,drum-and-bass,Electronic
3faKl9QsYxnpbDZkGNGGD4,Murdock;Dynamite MC,Stronger,Dark Cloud,17,204827,False,0.593,0.966,7,-0.823,1,0.0967,0.0106,0.00207,0.103,0.459,174.082,4,drum-and-bass,Electronic
1n0RJsXFbHxBogVDWNUUaE,Aries;Jacky Murda;MC Spyda,Jungle Style,Jungle Style,17,242221,False,0.678,0.961,1,-2.853,0,0.0967,0.00475,9.47e-05,0.136,0.564,175.023,4,drum-and-bass,Electronic
2Ug1U9UQiDL0sabsvcp3kR,S.P.Y,Grey Days / Shadows Of The Mind,Grey Days,17,304296,False,0.379,0.844,2,-4.633,1,0.0489,0.00477,0.923,0.119,0.13,113.348,5,drum-and-bass,Electronic
3QSzbe5jUceSc0IyAFJ4LD,Zero T,Dream Logic,Dream Logic,18,319097,False,0.671,0.928,8,-3.704,0,0.0732,0.000164,0.729,0.273,0.634,174.002,4,drum-and-bass,Electronic
4gzpnqZiNAX35p7bA6dBug,Ed Solo;Deekline;Rubi Dan,"Jungle Cakes, Vol. 19",Zunga,17,272228,False,0.606,0.956,10,-1.643,0,0.0368,0.000866,0.0407,0.0407,0.624,87.498,4,drum-and-bass,Electronic
1sRL7HMCdXRuaAuoHjAWtX,Hidden Agenda,The Flute Tune,The Flute Tune,16,369213,False,0.719,0.768,4,-6.895,0,0.206,0.000456,0.861,0.137,0.624,163.887,4,drum-and-bass,Electronic
2Csh5mBrKsQz7STqTg1ow6,Logistics;Holly Drummond,Electric Sun,Still Life,18,254627,False,0.517,0.699,10,-4.174,0,0.055,0.00269,0.258,0.0763,0.222,173.994,4,drum-and-bass,Electronic
31iW5Yzn4Z39NvSD5csT2s,Netsky,2,Come Alive,47,250060,False,0.455,0.863,9,-3.259,0,0.116,0.000524,0.274,0.171,0.344,172.995,4,drum-and-bass,Electronic
1E3Mjrzw3Ad9b3NpjM8ZPe,Ed Solo;Elijah MC,Ruffneck,Ruffneck - 2014 DnB Mix,22,292800,False,0.716,0.922,10,-4.245,0,0.0392,0.000229,0.00292,0.0966,0.751,87.499,4,drum-and-bass,Electronic
3tvbebTiNaa27a1dsHvmCz,Rei Harakami,広い世界 と せまい世界,かべの人,11,146013,False,0.683,0.711,8,-9.398,0,0.0723,0.868,0.856,0.0874,0.902,96.835,4,idm,Electronic
5SHF7U7Pg5ZqrD8jY5qwyt,Casino Versus Japan,Suicide by Sun,Lazy Girl Loop,9,137707,False,0.259,0.0691,2,-27.925,1,0.0303,0.625,0.761,0.106,0.114,66.419,3,idm,Electronic
57u57qyVlzZHiWTCHvWJsu,alva noto,"Xerrox, Vol. 3",Xerrox Spark,11,370386,False,0.0963,0.222,1,-24.875,1,0.0401,0.971,0.967,0.112,0.0797,58.089,3,idm,Electronic
7f7rqbl1Ys6gf0UWsF0zif,Aoki Takamasa,RV8,Rhythm Variation 03,10,503613,False,0.807,0.278,1,-11.445,0,0.336,0.0204,0.866,0.071,0.256,177.975,4,idm,Electronic
1ENkpHz1LU2JlH0g3HnO2W,LFO,Frequencies,LFO (Leeds Warehouse Mix),39,207960,False,0.759,0.849,10,-14.094,0,0.0663,0.0569,0.911,0.236,0.639,124.664,4,idm,Electronic
6zJyL9SCOdUmN6nEz33QB7,LFO,Advance,Shut Down,12,290800,False,0.521,0.978,5,-8.833,0,0.0804,0.029,0.957,0.153,0.158,137.242,4,idm,Electronic
52RjhSDuQO0Yls8iRm6tTz,Ben Lukas Boysen;Paul Emmerich,The Lazarus Project (Original Score),Code Black,10,247565,False,0.518,0.26,0,-18.662,0,0.0441,0.129,0.808,0.108,0.116,119.963,4,idm,Electronic
6endw4nLxoj0f4stya0GFx,Monolake,Silence,Void,11,209253,False,0.27,0.0809,10,-28.65,0,0.0381,0.481,0.77,0.0992,0.133,102.149,5,idm,Electronic
3nSfJkSb7xRtrtJMKohXGc,Plaid;Björk,Not For Threes,Lilith,37,278933,False,0.744,0.499,3,-12.428,0,0.0359,0.0986,0.295,0.178,0.668,101.008,4,idm,Electronic
7KDZ0tye2U1ImgVbr36eKp,Dither,Defqon.1 2022,Rave Machine,16,228631,False,0.641,0.968,8,-0.539,1,0.116,0.062,0.134,0.312,0.193,95.003,4,idm,Electronic
3rb0tMq42WfggucPm0HHkA,MEDUZA;James Carter;Elley Duhé;FAST BOY,Bad Memories (feat. Elley Duhé & FAST BOY),Bad Memories (feat. Elley Duhé & FAST BOY),85,148629,False,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,3,electro,Electronic
4Wy375MMykH82pUm8EN3iE,Oh Wonder,Herbststimmung,Better Now,0,198342,False,0.569,0.364,2,-11.099,1,0.052,0.75,0.00597,0.146,0.507,114.181,4,electro,Electronic
3QAE1arPJAMVKt3NUqjikE,Juan Magán;Paulina Rubio;DCS,Queda poco para la PAES 2.0,Vuelve,0,213240,False,0.661,0.677,5,-6.467,1,0.0383,0.628,0.0,0.0793,0.959,174.068,4,electro,Electronic
1TnUURhehaoMWKAqQtirm6,Halsey,BADLANDS,Colors,68,249499,False,0.512,0.812,1,-4.809,1,0.0617,0.0534,0.0,0.092,0.521,100.02,4,electro,Electronic
6Xq7q1vvdYRRUWSROJUbyn,Alessia Cara,Best Road Trip Pop Tunes,Shapeshifter,0,186953,False,0.728,0.577,7,-7.748,1,0.0601,0.289,0.000637,0.17,0.639,95.045,4,electro,Electronic
4wzHOPBchA7Ab5wOmBHkiO,graves;Tim Gunter;LocateEmilio,Blame (Tim Gunter Remix),Blame (Tim Gunter Remix),64,193714,False,0.566,0.761,10,-3.796,0,0.0522,0.116,0.0294,0.112,0.353,140.004,4,electro,Electronic
6TCgbXfNTvxzTTJjKtA1FT,Afrojack;Black V Neck;Muni Long,Top Trending Romania - Vara 2022,Day N Night,2,179199,False,0.709,0.871,5,-4.126,0,0.175,0.134,0.0,0.316,0.667,125.94,4,electro,Electronic
4SSnFejRGlZikf02HLewEF,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bury a friend,76,193143,False,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,4,electro,Electronic
2CkaHCJGoUlG0u3f69G84H,Farasat Anees,Dill Laggi,Dill Laggi,43,262000,False,0.651,0.647,1,-6.385,0,0.0391,0.0557,0.0837,0.096,0.215,180.07,4,electro,Electronic
434VcYrm3FPRRiW4jw5nLb,Wisin & Yandel;Chris Brown;T-Pain,Fiesta portatil,Algo Me Gusta De Ti,2,274946,False,0.626,0.769,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.949,4,electro,Electronic
1Lu4MHevzkeT1KeNUyU3Wo,Hybrid,Symphony,Symphony - Original Mix,14,740600,False,0.577,0.91,10,-12.534,0,0.0429,0.0268,0.652,0.122,0.486,131.884,4,breakbeat,Electronic
2WC9rDC7aw6bzsA9ZwRVqx,Amb,Blood in Blood Out,Right Now,11,194026,False,0.816,0.701,2,-5.911,1,0.368,0.126,0.0,0.29,0.734,93.963,4,breakbeat,Electronic
6PbhI4RX7jsbe8a8tHOwgi,Deekline;Ed Solo;General Levy;Benny Page,General Levy presents Welcome To The Jungle + Mix by Deekline & Ed Solo,VIP Sound - Benny Page Remix,11,250971,False,0.627,0.854,7,-4.58,1,0.0716,0.000943,0.000756,0.21,0.387,174.979,4,breakbeat,Electronic
0aydCU0xpCEL3ooeK6AXn7,Krafty Kuts;Dubra,Start Rockin' EP,Step to This,11,231428,False,0.668,0.905,2,-3.089,1,0.0414,0.00234,0.47,0.343,0.482,112.026,4,breakbeat,Electronic
2P2WxNOdEjjJ98dIeajyqu,Apollo 440,Gettin' High On Your Own Supply,Stop The Rock,45,212706,False,0.6,0.987,10,-3.423,1,0.0762,0.267,0.0435,0.266,0.615,150.006,4,breakbeat,Electronic
5jyLgNLPKalEycqNxAK6Rd,Roni Size;Reprazent,In The Mode,Snapshot,13,261826,False,0.551,0.863,11,-3.394,1,0.207,0.0516,2.56e-06,0.189,0.796,169.839,4,breakbeat,Electronic
2lsnaNYNdxcFttAfS8eIzY,The Chemical Brothers,Surrender (20th Anniversary Edition),The Diamond Sky,12,218640,False,0.193,0.974,4,-4.237,1,0.0501,0.0242,0.757,0.0586,0.534,190.342,3,breakbeat,Electronic
1FyqKrXoHIYh7Tv7awiUKS,Audio Bullys,Generation,Struck By The Sound,14,304920,False,0.752,0.715,5,-6.443,0,0.0791,0.459,0.0335,0.808,0.574,99.993,4,breakbeat,Electronic
5TAYKGQpWt8lD50Gc6PhfE,Orbital,The Alltogether,Illuminate,42,328000,False,0.597,0.837,5,-6.382,1,0.0385,0.000863,0.0,0.107,0.531,125.971,4,breakbeat,Electronic
56jlrdCvA7Ih13L9OMcfDS,Propellerheads;Shirley Bassey,Decksandrumsandrockandroll 20th anniversary,History Repeating - Knee Length Mix,52,242533,False,0.717,0.829,10,-5.432,0,0.0367,0.00261,0.0147,0.106,0.729,144.04,4,breakbeat,Electronic
65tjNM5AfgoXv4fK6hl57g,Coone;Ambassador Inc,The Challenge,Come Take My Hand - Original,22,291815,False,0.615,0.731,2,-6.418,0,0.0526,0.00617,0.00163,0.0619,0.361,149.999,4,hardstyle,Electronic
3qWAalyE3xI8OemAkZ44uS,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),I Can't Stand It - 4 Minute Mix,9,193396,False,0.664,0.847,10,-6.778,0,0.0561,0.00381,0.19,0.103,0.0448,179.988,4,hardstyle,Electronic
5t55kJTvxMSGfCR3rd3Q3B,The Prophet,The Hardcore Archive Part 3 (1997),I Am The Magnificent - Original Mix,0,266391,False,0.396,0.822,11,-7.216,0,0.0474,0.000466,0.653,0.376,0.0536,104.872,4,hardstyle,Electronic
3spb5t82ClQNkHb0fSFgIh,Thyron,Brink Of Madness,Brink Of Madness,21,264000,False,0.51,0.86,3,-4.033,0,0.0915,0.013,0.0,0.0786,0.171,155.126,4,hardstyle,Electronic
3UjxmoAp5oSdz3aAh4zcgd,Noisecontrollers;Bass Modulators,Chapter One,See The Light - Radio Edit,50,206515,False,0.44,0.88,0,-5.748,1,0.0911,0.00461,3.23e-05,0.0638,0.297,149.747,4,hardstyle,Electronic
0YYTr6OvowZpWi6AfPae5L,Dr Rude;Crude Intentions,Free Falling,Free Falling,20,201891,False,0.61,0.871,10,-1.993,0,0.0824,0.00366,0.00527,0.123,0.256,154.933,4,hardstyle,Electronic
2knb0BIs12Do0Ym0aFNV2d,Concept Art,Adventurous,Adventurous - Edit,21,174382,False,0.465,0.938,0,-3.392,0,0.0461,0.00103,9.11e-06,0.0995,0.321,149.894,4,hardstyle,Electronic
4lJAHAMuSCeWzuXhwfutAr,Psyko Punkz,Wietse,Dance,22,176000,True,0.51,0.801,4,-5.767,0,0.0494,0.00836,0.0,0.105,0.0912,150.02,4,hardstyle,Electronic
5F5xHJbdYyDH3xc3cmYrVh,Valido,Darkest Moments,Darkest Moments,19,194000,False,0.507,0.782,7,-4.294,0,0.0891,0.018,1.03e-06,0.185,0.307,154.923,4,hardstyle,Electronic
5U2y3eNZdIUV4hQvAs5pTe,Marco Kraats;Barry Fest,Dup Dup (The Dart Song),Dup Dup (The Dart Song),30,180062,False,0.685,0.998,9,-2.029,0,0.0749,0.196,1.65e-05,0.442,0.761,139.985,4,hardstyle,Electronic
0bnSSnjn83WSf2voqAUZfU,Max Richter,Sleep,Dream 1 (before the wind blows it all away) - Pt. 4,55,133629,False,0.282,0.00212,6,-36.252,1,0.0491,0.993,0.964,0.104,0.0803,66.72,4,ambient,Electronic
16Xl9H3ITIZFIYP5feQ9Sm,Federico Albanese,By the Deep Sea,By the Deep Sea,52,238318,False,0.541,0.21,5,-22.624,0,0.0373,0.885,0.868,0.0876,0.0461,119.916,4,ambient,Electronic
3f0PZlTzwkqS1CJXvEKrHc,Yann Tiersen,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),L'autre valse d'Amélie,55,93400,False,0.515,0.39,9,-9.544,0,0.0275,0.706,0.000684,0.137,0.0718,105.981,3,ambient,Electronic
73X9X7kDgsm4YeHpc8prf6,Bicep,Apricots,Apricots,54,246506,False,0.819,0.599,11,-6.778,1,0.039,0.347,0.824,0.083,0.489,127.986,4,ambient,Electronic
5rpw2ag9jizRl9VdaLNT61,Tony Anderson,Spiriteaux,Spiriteaux,50,234000,False,0.233,0.0358,0,-28.579,0,0.0373,0.946,0.878,0.108,0.0396,117.497,3,ambient,Electronic
0ePG8cXgoLfOqVYVX8Ju6a,Gavin Luke,Night Walk,Night Walk,46,140585,False,0.249,0.128,6,-19.254,1,0.0408,0.978,0.922,0.109,0.388,170.246,4,ambient,Electronic
7cpVPjdyGplWZLlg66KuWQ,Dario Marianelli;Jean-Yves Thibaudet,Pride and Prejudice - OST,"Stars and Butterflies - From ""Pride & Prejudice"" Soundtrack",50,118986,False,0.178,0.0135,7,-28.203,1,0.046,0.964,0.92,0.116,0.0392,47.37,4,ambient,Electronic
4rYMgi9PpmYY7pfgx4EahN,Aukai,Aukai,Alto Paraíso,55,146322,False,0.565,0.251,5,-16.988,0,0.0882,0.957,0.754,0.101,0.31,134.852,1,ambient,Electronic
3EIrbAYM18GhcimENnuO91,Brambles,Charcoal,Such Owls As You,51,329773,False,0.188,0.0712,11,-25.731,1,0.0351,0.873,0.907,0.133,0.0939,102.045,3,ambient,Electronic
6j8KPn7rmbTwlkpEbHcrS1,Ludovico Einaudi,Underwater,Indian Yellow,61,194789,False,0.263,0.009,2,-35.193,1,0.0515,0.995,0.946,0.0881,0.156,68.083,1,ambient,Electronic
1snWlbcbgQpJfknoI30DWG,Alan Walker;Au/Ra;Tomine Harket,Darkside,Darkside,62,211866,False,0.425,0.642,4,-5.06,0,0.0502,0.164,0.0,0.118,0.112,170.008,4,house,House/Dance
4SatRTEgOoq5hWsSkGTt6P,NEIKED;Anne-Marie;Latto,Hits Hits Hits,I Just Called,0,150560,False,0.626,0.849,7,-3.662,1,0.123,0.0732,0.0,0.593,0.898,138.997,4,house,House/Dance
364Am4PI1b6FQc0wUUH7AS,Matoma;Brando,House Anthems,The Bender,1,184320,False,0.707,0.882,6,-7.46,1,0.0385,0.0606,0.0131,0.105,0.208,125.007,4,house,House/Dance
3jbAzLVcHiI5hYSkcKe1Ty,Martin Garrix;G-Eazy;Sasha Alex Sloan,Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),63,164166,False,0.647,0.642,9,-7.306,0,0.0743,0.262,0.0,0.134,0.48,90.045,4,house,House/Dance
0gn93i7HJt0calph67R5Wu,HUGEL;Amber Van Day,WTF (feat. Amber Van Day),WTF (feat. Amber Van Day),64,160686,True,0.808,0.737,11,-4.538,0,0.0526,0.0602,1.12e-06,0.704,0.865,123.985,4,house,House/Dance
1Ph65gYzHdiNDs9yWh4ePY,Alan Walker;salem ilese,World Of Walker,Fake A Smile,56,165335,False,0.427,0.541,0,-5.726,1,0.0362,0.21,0.0,0.442,0.257,149.802,4,house,House/Dance
6NhxG3vfaRVzFosetdRITN,Years & Years,"Anímate, es viernes",Starstruck,0,207755,False,0.555,0.879,9,-2.484,0,0.0983,0.011,0.0,0.298,0.691,113.852,4,house,House/Dance
3b5Li4QKDVBx1x7fQuu54a,Alan Walker;Gavin James,Tired,Tired,64,192111,False,0.69,0.876,2,-4.159,1,0.059,0.0428,0.0,0.147,0.493,123.994,4,house,House/Dance
0Zbbxnx4SGGHoIow4PpISP,Kygo;Justin Jesso,Stargazing - EP,Stargazing,68,236853,False,0.677,0.497,5,-5.763,1,0.0809,0.152,0.0,0.0911,0.419,99.137,4,house,House/Dance
3rX3R3OoyikoECxdgQ9tnL,Robin Schulz;Tom Walker,Cardio Tracks,Sun Will Shine,0,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,house,House/Dance
2jfCy43LsFbCQoB6HyetlY,SJUR;Chris Crone,Let Me Love You (feat. Chris Crone),Let Me Love You (feat. Chris Crone),53,208886,False,0.462,0.83,8,-4.089,0,0.0673,0.123,0.0,0.0726,0.557,105.058,4,deep-house,House/Dance
2DFQvQWXVUtnHYUwIzye97,GAMPER & DADONI;Mark Wilkinson,Heavy Heart,Heavy Heart,55,166993,False,0.79,0.526,10,-9.452,1,0.0376,0.182,0.00114,0.103,0.595,123.995,4,deep-house,House/Dance
3n3wsH09Hh6wGatQzopTJs,Dom Dolla;Clementine Douglas;Matt Guy,Miracle Maker (Matt Guy Remix),Miracle Maker - Matt Guy Remix,0,229428,False,0.78,0.929,10,-4.649,1,0.0619,0.177,0.14,0.213,0.484,130.03,4,deep-house,House/Dance
32Fz1ui5slDFOnCr4cKnih,Shavi;Sumix,Moments,Moments,44,203529,False,0.74,0.661,11,-6.823,1,0.261,0.288,0.0,0.194,0.541,102.052,4,deep-house,House/Dance
6piSzfRUIO5Cutz5DChf6e,Lucas Estrada;Lovespeake,Body,Body,52,153471,False,0.838,0.726,7,-6.052,0,0.048,0.0169,0.305,0.102,0.897,120.025,4,deep-house,House/Dance
2cO3xWHydLU7xckQOEI8cm,Kav Verhouzer;Ben Alessi,Gonna Be Alright,Gonna Be Alright,40,165418,False,0.687,0.817,11,-4.513,1,0.0791,0.319,1.66e-06,0.184,0.753,111.053,4,deep-house,House/Dance
4dCa3tf7dhIuFw8JokedvG,Junerule;AUGUSTKID,My Darling,My Darling,55,174193,False,0.596,0.501,0,-9.778,0,0.0453,0.284,0.00128,0.137,0.202,124.004,4,deep-house,House/Dance
3fvsxmytTns1ApIWBqfANZ,Jess Bays;Poppy Baskcomb,Temptation (feat. Poppy Baskcomb),Temptation (feat. Poppy Baskcomb),63,172197,False,0.744,0.703,3,-8.111,0,0.048,0.0195,0.00449,0.141,0.819,125.023,3,deep-house,House/Dance
0hk1UCickTFX2RuLJtSsTf,Knoxa;Jordan Shaw,Said Goodbye,Said Goodbye,46,191612,False,0.68,0.775,10,-7.565,0,0.0415,0.188,0.0176,0.099,0.689,123.995,4,deep-house,House/Dance
3pIpa33ZYgL6ZEkpBRA8BF,Deep Chills,Every Breath You Take,Every Breath You Take,65,198058,False,0.78,0.573,0,-8.545,1,0.038,0.249,0.245,0.18,0.671,119.973,4,deep-house,House/Dance
4cexElUa8dC41ns1YW1pF0,"Steve ""Silk"" Hurley;M. Doc",Work It Out Compilation,Work It Out (feat. M. Doc),8,309640,False,0.832,0.578,7,-15.396,1,0.0677,0.00235,0.000103,0.343,0.926,122.919,4,chicago-house,House/Dance
4G0yQGwqUuurKkcqYRnQHT,Mark Farina,Cali Spaces,Cali Spaces - Kaskade Remix,6,368268,False,0.829,0.847,2,-6.883,0,0.0718,0.000216,0.918,0.0481,0.725,126.029,4,chicago-house,House/Dance
3mRCZFnEABKVY9iQPCgTCD,Mark Farina;Kaskade;Derrick Carter,To Do,To Do - Derrick Carter's Farina Experiment,6,424146,False,0.801,0.831,1,-8.394,1,0.0481,0.000147,0.804,0.66,0.591,127.001,4,chicago-house,House/Dance
7pPhKV991VkEc2oGCV7eSD,Roy Davis Jr.,Michael,Michael - Love From San Francisco Dub,32,342800,False,0.879,0.703,3,-9.379,1,0.0387,0.00318,0.0244,0.0563,0.967,125.006,4,chicago-house,House/Dance
5qClija8yUQ1XteweCeqRm,Kenny Larkin,"Keys, Strings, Tambourines",Glob,10,457386,False,0.705,0.851,8,-8.907,1,0.0896,0.00958,0.393,0.106,0.454,124.983,4,chicago-house,House/Dance
4kk3Y5mlIGIX8sQBLEUyxn,Robert Hood,Mirror Man,Ignite A War,8,398896,False,0.769,0.613,11,-8.605,0,0.0355,0.00021,0.936,0.151,0.87,130.97,4,chicago-house,House/Dance
6tXhW3RvKa5md44T7446Tw,Frankie Knuckles;Director's Cut;Eric Kupper;Jamie Principle,Baby Wants to Ride (Re-Directed),Baby Wants to Ride - Re-Directed,8,611666,True,0.8,0.82,7,-7.177,1,0.0631,0.000356,0.816,0.0481,0.873,126.004,4,chicago-house,House/Dance
6WcolrxGwWwbwG33UPwBGF,Ten City,Judgement,Love Is Just A Game,9,246241,False,0.622,0.823,7,-7.471,1,0.0513,0.0303,0.000832,0.191,0.675,123.959,4,chicago-house,House/Dance
3znnqpwwIseRg3haxuQe2w,Armando,Straight Up Detroit Shit 2013,100% Dissin It,7,50773,False,0.892,0.685,11,-4.404,0,0.267,0.0411,0.928,0.086,0.76,154.9,4,chicago-house,House/Dance
34z21qTIqDM2aNKU4SCOu9,Larry Heard,Alien,Flight of the Comet,15,347106,False,0.764,0.553,11,-11.597,0,0.0444,0.0205,0.901,0.0809,0.264,104.292,4,chicago-house,House/Dance
2mQ7KmAI8gFLH3baaDXc6o,Calvin Harris;Disciples;DJ Snake,How Deep is Your Love (DJ Snake Remix),How Deep is Your Love - DJ Snake Remix,41,222400,False,0.616,0.903,9,-0.475,1,0.0938,0.015,0.00102,0.141,0.446,149.93,4,progressive-house,House/Dance
3FpwEUCh753Vv5u4rrmn4K,Dimitri Vegas & Like Mike;David Guetta;Daddy Yankee;Afro Bros;Natti Natasha;Dimitri Vegas;Bassjackers,Tomorrowland 2019 EP,Instagram - Bassjackers Remix,49,217178,True,0.494,0.823,6,-3.877,1,0.0813,0.025,0.00101,0.209,0.291,128.037,4,progressive-house,House/Dance
2w1rG2MPE4vF77znvevuz5,ARTY;Rozzi,Who Do You Love,Who Do You Love,62,208253,False,0.537,0.964,5,-2.677,0,0.0552,0.018,0.00138,0.16,0.509,125.992,4,progressive-house,House/Dance
273n4aGEPcL1HrcdhpGGul,KSHMR;NOUMENN,Around The World (feat. NOUMENN),Around The World (feat. NOUMENN),45,199017,False,0.582,0.863,5,-4.067,1,0.0356,0.0334,1.42e-05,0.371,0.333,112.073,4,progressive-house,House/Dance
5lXNcc8QeM9KpAWNHAL0iS,Porter Robinson,Nurture,Look at the Sky,59,309985,False,0.568,0.564,6,-8.231,1,0.0273,0.0105,0.000127,0.0766,0.385,115.059,4,progressive-house,House/Dance
4YT2CvoawmCGIHkMccm6qk,Marshmello,Shockwave,VIBR8,51,179903,True,0.508,0.915,9,-3.396,0,0.0689,0.005,0.336,0.0892,0.171,114.644,5,progressive-house,House/Dance
27YP211Rr8RezhiFVDLFI8,Martin Garrix;Pierce Fulton;Mike Shinoda,BYLAW EP,Waiting For Tomorrow (feat. Mike Shinoda),48,247504,False,0.507,0.887,5,-4.084,0,0.141,0.00731,0.0,0.562,0.336,128.015,4,progressive-house,House/Dance
1PYsy4cGp3egbeaQDjIGIa,Martin Garrix,BYLAW EP,Yottabyte,48,210004,False,0.634,0.632,5,-4.52,0,0.0313,0.0129,0.000453,0.116,0.449,128.075,4,progressive-house,House/Dance
0i2epTUkxC5NLi7oKtUzC9,R3HAB;Amba Shepherd,Smells Like Teen Spirit,Smells Like Teen Spirit,26,153442,False,0.703,0.776,7,-4.956,0,0.0321,0.0184,0.216,0.114,0.209,121.948,4,progressive-house,House/Dance
0Gbp9aWNohZ4Kwdi75ntzT,John De Sohn;Rasmus Hagen,Made For You,Love You Better,65,170893,False,0.733,0.785,11,-7.496,1,0.0416,0.0934,0.00135,0.101,0.796,102.987,4,progressive-house,House/Dance
6AjuU68Z5I6zzG03bs2MS2,Burna Boy;Ed Sheeran,Daily Pop Mix,For My Hand,0,159123,False,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dance,House/Dance
1SacjiJXVYiv3ydALqEchb,Robin Schulz;David Guetta,"#Multiverse, If the Multiverse Is Real",On Repeat,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance,House/Dance
0L2qDAiaEd5llRVzQjr4oL,Demi Lovato,Fiesta de disfraces vol. II,Cool for the Summer,0,214739,False,0.581,0.609,10,-5.6,0,0.0357,0.00366,0.000145,0.13,0.312,114.05,4,dance,House/Dance
7ywkgsA1ESYARdGqqbundd,Wiz Khalifa;PARTYNEXTDOOR,Walk in the Park Rap,Late Night Messages,0,282740,True,0.79,0.616,10,-7.397,0,0.0983,0.0865,2.34e-05,0.22,0.312,92.967,4,dance,House/Dance
6kex4EBAj0WHXDKZMEJaaF,Jason Derulo;Nicki Minaj;Ty Dolla $ign,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),76,216408,True,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,4,dance,House/Dance
6fCuXxMlr6Wz0MzQgtQLgd,Wiz Khalifa,Hiphopowe nowości,Bad Ass Bitches,0,118466,True,0.904,0.601,2,-5.561,1,0.198,0.0305,0.0,0.615,0.761,87.037,4,dance,House/Dance
5fvESB5vBG8Rs3bYkNrbQX,Robin Schulz;Tom Walker,Back to School!,Sun Will Shine,0,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,dance,House/Dance
7lvUf1BLEZuuwhbc9xeR12,Burna Boy,Pop Hits Now,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance,House/Dance
37R0bQOQj5a7DOqh1TGzvB,Charlie Puth,Nine Track Mind,One Call Away,73,194453,False,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,4,dance,House/Dance
4eoMx75WWJVa0Q6lO3Q0zS,Bruno Mars;PARTYNEXTDOOR,Pop Station,That's What I Like - PARTYNEXTDOOR Remix,0,206696,False,0.741,0.695,1,-5.341,1,0.0454,0.021,0.0,0.0922,0.861,134.032,4,dance,House/Dance
4tELPC3XSTG4KXntjidNfZ,Tapps,RE-Turn,Burning With Fire,33,389553,False,0.693,0.907,0,-6.182,1,0.0437,0.00106,0.084,0.0875,0.768,134.945,4,disco,House/Dance
2ZUUuCrmp0Ogs3b5M3BplD,Drossel,A teraz tańcz (Radio Edit),A teraz tańcz - Radio Edit,31,233469,False,0.68,0.79,2,-6.515,0,0.0351,0.0827,0.000318,0.107,0.962,147.024,4,disco,House/Dance
5HAZ09WqAicgMrH68PsTuF,Boys,Zadowoleni,Ostatni Dzień Ostatnia Noc,30,235640,False,0.761,0.769,2,-5.858,1,0.0369,0.00855,1.17e-05,0.331,0.754,134.929,4,disco,House/Dance
13v3siPyvy5TTEZYmGPPse,Rick James,Street Songs (Deluxe Edition),Give It To Me Baby,65,248133,False,0.706,0.727,11,-8.714,1,0.0456,0.114,7.7e-05,0.174,0.965,119.55,4,disco,House/Dance
2je56j0xuoTi1gYkLLMlJU,Kool & The Gang,Collected,Get Down On It - Single Version,68,211680,False,0.877,0.56,7,-8.529,1,0.0621,0.156,0.000139,0.0535,0.969,110.86,4,disco,House/Dance
