track_id,track_genre,genre,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_delta_1,mfcc_delta_2,mfcc_delta_3,mfcc_delta_4,mfcc_delta_5,mfcc_delta_6,mfcc_delta_7,mfcc_delta_8,mfcc_delta_9,mfcc_delta_10,mfcc_delta_11,mfcc_delta_12,mfcc_delta_13
3C9mS6yoyMzLbUV67X2zgj,heavy-metal,Metal,-3.7394223,68.30377,6.0078573,37.372192,0.62384516,15.114906,9.8273,19.592728,6.7341104,11.6229315,9.410827,8.053695,0.080915466,47.682747,21.906471,13.121339,10.363692,6.585007,6.8277884,6.7018666,6.4159408,5.179575,4.95991,5.681976,4.7041264,4.9271865,0.54116786,0.09495019,-0.009269863,0.03976422,-0.011080936,0.016564982,0.010329098,0.021289717,0.0033836903,0.011036666,0.008273146,0.009454194,-0.00050129165
7HBkWVzDkwFHEG2foE3AML,heavy-metal,Metal,12.868345,83.29835,-9.555914,26.833784,11.735344,8.591325,1.930895,13.017522,1.9140795,6.7053246,1.0866879,3.0009656,-1.0110692,53.25257,19.05335,17.396852,11.401439,9.649778,6.762601,7.3705015,6.8049846,6.4094453,6.465792,6.2102966,6.135948,5.469689,0.24404295,0.069477424,-0.07273295,-0.017538125,-0.015614625,-0.023842493,0.0056285104,-0.0031836121,-0.016789427,-0.0012019614,-0.005072546,0.0016650858,-0.0051054196
6IfGWBcMcb4MYMw15MZefz,heavy-metal,Metal,-8.307786,90.13631,-1.6546979,44.557354,9.884428,11.438005,6.2422156,15.029211,0.02571517,5.1439614,1.1146858,8.65595,0.15278047,50.543217,17.849043,12.971577,8.72223,8.803269,7.2200394,9.491964,6.1628513,7.5870657,5.7896867,6.2565303,6.0740223,5.4042172,0.37280276,0.054990172,0.022476634,0.031174917,0.0033493144,0.008317789,0.0026838244,0.017725805,0.004405174,0.005823541,-0.003936866,0.004926789,0.0006489973
24BWNB3oP5jDaogm2OgGJR,heavy-metal,Metal,19.243856,88.49973,-18.007692,31.58741,-21.988737,-2.4458299,-3.4310582,-6.8895636,-27.491215,-8.463208,-1.9750925,-8.792621,-13.914939,33.24877,12.629985,10.110322,9.125943,5.4221807,6.0336347,5.162755,5.156003,5.349028,5.407004,4.9064674,4.748478,4.4004235,0.40564337,0.0713063,-0.036517613,0.029925533,-0.017097896,0.008226182,-0.007009418,-0.004815248,-0.020327492,0.0049402313,0.0040371977,-0.0055269306,-0.008409805
2OnST9dGaO88MNQvZ4VjaO,heavy-metal,Metal,-110.65478,44.546505,39.207794,60.68903,-0.07820777,6.674968,4.6798177,7.134701,4.779305,-3.447187,-3.5468764,10.82586,-2.060265,66.73003,16.834648,13.062738,12.450874,8.371252,6.424475,5.9566846,5.119711,5.5669365,5.167421,4.8986545,5.190759,4.5529184,0.3660437,0.046221063,0.022956047,0.06582937,-0.0013423328,0.0074031595,0.0012911547,0.006586582,0.0051334007,-0.0067375437,-0.0003850781,0.0066724354,-0.0075522517
2RvluPimiBzerjtXE87AdI,death-metal,Metal,-407.0094,230.46498,60.17069,-12.973566,0.65784276,9.8150425,1.1911397,-1.1214435,-2.2974284,-7.873598,-8.002918,-1.409837,4.079391,43.550663,33.12901,13.963794,13.937338,7.3485584,6.0455527,5.0845103,4.6805654,4.0905075,5.0753465,4.2283096,5.6139455,7.511191,0.19686878,0.12959437,0.0045105666,-0.029824803,-0.013434779,-0.0071038594,-0.006982373,0.0024190452,0.0075784395,0.0021255307,-0.0010835172,-0.0036377464,-0.010053929
4bCd2UsMl1l6g7HpuA53NG,death-metal,Metal,-27.232199,59.756905,-7.8604913,46.97756,13.706354,24.520811,10.555162,11.090458,6.963943,8.25161,0.32856,6.3127213,-0.89900833,46.007713,15.5588455,11.922304,9.842711,10.379259,8.153642,8.676333,8.571229,6.561144,6.536015,5.41592,4.9544835,5.6538796,0.5761008,0.07359717,-0.008570872,0.02866851,0.03197692,0.022676338,-0.0019595218,-0.0063108676,-0.012690565,-0.012289835,-0.0014237564,0.009076577,0.006115083
6prvMx5SVgsFf8Iocaxvqz,death-metal,Metal,49.172783,59.572475,-5.700725,38.418575,5.4055476,20.112082,5.8238482,14.246675,4.2520857,7.289884,1.7037257,8.047708,1.9032863,32.313927,11.779046,12.869269,11.244477,10.7155075,7.1030555,6.8646865,8.001349,6.57612,5.5579886,6.05234,5.9069195,5.1778297,0.3251716,0.009214887,0.017965486,0.019275442,0.0075062453,0.023312444,0.008371066,0.018635849,0.0019596159,-0.004195284,-0.0051796953,0.0031535053,0.001280565
4wwUsbKQ4zosUj6DC4vkjW,death-metal,Metal,-204.9757,109.59024,-34.69832,40.410477,2.661095,1.7172842,4.348002,0.49961272,3.010002,-5.0632157,3.1375124,11.567789,-1.7830526,165.21426,42.839386,22.24218,17.369625,13.148695,8.465196,9.942447,8.426516,7.886613,10.34229,8.340071,10.8095,6.558545,0.41885886,0.07802974,-0.02422857,0.018847572,-3.064749e-06,0.0048491075,-0.0077750203,-0.0005246936,-0.0009865572,-0.0020736866,-0.013740472,-0.0040111854,-0.0073160226
6tGyLydK5lNXz8Aw44wRj8,death-metal,Metal,-174.66342,127.83768,-1.2202291,26.216467,7.059371,14.3236685,6.4405746,10.113331,4.6785884,7.5016418,5.16869,5.181642,3.284774,151.10408,63.4112,40.957516,24.31234,11.126272,11.709642,9.124955,7.9314485,5.4228673,6.3213134,8.000318,6.922584,6.712365,0.38748088,0.06473132,-0.011626707,0.039877128,-0.0032778599,0.01948705,0.007845023,0.011021498,0.006241729,0.0011404649,0.0019932406,0.0044248225,0.002720752
651aMl2jYthoJyI9WvNKo4,death-metal,Metal,-224.9434,207.61562,-12.906875,27.85532,-4.6933737,8.883172,5.049805,-1.4990497,5.9941993,-3.7177327,0.34278116,-0.727965,-2.388196,71.42938,32.661274,18.322332,17.492973,13.353457,7.7864504,6.1648226,5.3799157,5.250366,5.062367,4.1386914,4.478715,4.1714416,0.3188542,0.13001448,-0.011747062,0.04032614,-0.021364933,0.01406155,0.0054924195,-0.0025672468,0.0061742878,-0.007345998,0.003730159,0.0007471542,-0.0017666278
3PRUVpbUrGHh3Wl3lIYEyF,death-metal,Metal,-37.497623,76.59773,-20.837412,38.915787,15.12217,11.711782,6.704817,4.261329,4.2856455,-1.4366752,-4.433914,4.2844872,0.42961508,57.775517,30.5128,22.202524,17.395233,12.444517,8.261253,9.772876,10.07009,7.571505,8.07222,6.9319863,6.3721123,5.401348,0.40043464,0.036072318,-0.034792576,0.02446966,0.025305958,0.005279392,-0.013525499,-0.010394571,-0.0024919584,-0.0018507497,-0.0051927655,0.0026295183,0.002070635
0V7cyyQLdJg0ythOljTCPn,death-metal,Metal,-35.47773,57.70822,-6.175181,49.650105,8.985041,15.545366,4.9995747,9.979165,6.114392,4.6918173,0.7663613,5.947519,-1.7329011,138.16145,28.304396,23.781874,26.040327,10.732935,10.221001,6.418164,7.5266724,6.8903575,7.211701,5.9942946,7.1883044,6.936107,0.38036913,0.04309782,-0.005760466,0.03212261,0.0170174,0.029021027,0.0077299704,-0.0033389311,-0.010696328,-0.0034304985,0.005229752,0.001700244,-0.0072339694
0DpNNwOcvYQcGdGNezAPN8,death-metal,Metal,28.712858,46.775005,-14.370527,31.410936,-3.1620538,17.3499,8.873286,12.477051,6.197948,4.418256,1.0850772,1.4550562,-0.67333245,55.72513,25.570585,15.32505,12.020161,9.483485,8.242298,9.148914,7.758107,6.284468,7.1918836,8.704215,10.531338,6.1437845,0.5471192,0.062437605,-0.005835625,0.046384074,0.0051080976,0.023179179,0.010944173,0.011754625,0.008627601,0.0067718355,0.0071281916,0.014276794,-0.004112048
5awljpWNO5TpXCyjpvCBbs,death-metal,Metal,-231.04745,136.5117,-28.519444,49.77746,5.9771996,6.039515,4.974106,-2.2996185,-5.0086756,-11.127617,-4.473909,4.186458,-5.80088,118.08714,34.55998,37.080204,15.291201,8.661546,11.498012,7.435269,12.291019,7.7831087,9.592687,6.730216,7.971476,7.765964,0.33658153,0.07957663,0.03621407,0.024467401,0.020801816,0.010677371,0.0029036114,0.0060697133,0.006989149,-0.0012213025,-0.0045383996,-0.0003755676,-0.0064878627
2gpFhHwBF5IZwP61MaMtPX,black-metal,Metal,-75.205284,123.84774,-25.778786,27.684895,-6.9315925,6.7995706,-2.2426145,9.872179,2.033914,7.991557,0.51863325,7.8519692,0.6907086,112.31537,31.017609,15.036654,13.623792,7.1133,6.7854114,8.895969,7.43347,8.00031,6.674778,5.2894335,6.372051,4.8430967,0.4012372,0.077831246,-0.018286118,0.01418949,-0.01227213,0.005845173,-0.0021899566,0.010821433,-0.0019697866,0.0013644631,-0.0052905395,0.00021315303,-0.008331453
1VsLooKcj4aeV9BFI2hkj0,black-metal,Metal,-102.13064,108.10328,46.84768,-17.307768,10.744428,17.942863,-30.170908,2.280977,-7.6842656,9.563776,-16.163376,-3.8154073,2.3597808,25.693268,14.7283535,16.63553,10.649816,11.082102,9.257971,10.021718,10.365297,7.3786626,6.6664042,7.698036,7.3098397,8.351006,0.024363093,-0.016934818,0.013411262,-0.011320593,0.013508577,0.0047873603,-0.0073781824,-0.015660705,-0.0014985962,0.017725637,0.0083901035,0.017133536,0.017755166
2wWcoMuSbaYt7EvtlG5Tmb,black-metal,Metal,15.124404,67.66758,-0.49409,40.993565,8.297075,20.366146,1.8326801,9.683354,3.123673,4.098296,-5.8436584,1.6939522,-0.95584095,58.321903,18.61939,23.403412,12.762495,12.619997,7.4747744,6.210578,8.012551,7.297254,7.7998223,5.6709137,6.09775,5.498674,0.43167883,0.06637947,0.0030295318,0.029732512,-0.0028222057,0.0041030403,-0.0033230458,0.015271739,0.008568928,0.0020322101,-0.0040734373,0.0007823551,-0.0020797872
1oNgtfuBBsQP30U4B5N60w,black-metal,Metal,-289.00763,116.11675,-36.828083,53.651268,-10.596205,-4.249711,-9.516917,-6.609871,-0.902031,-6.8224645,-10.5079,-3.3341825,-4.411609,81.20797,25.373083,32.02149,22.140562,20.714834,9.514658,8.152973,11.794888,7.7730484,7.2929974,7.314897,6.261808,5.8825874,-0.05463358,0.0013406033,0.013691719,-0.025467321,0.00028678137,-0.028745959,-0.013158066,-0.0006847227,0.012428352,0.01345087,-0.0010601267,-0.0045886333,-0.022813344
5zcNcMFtlo2ikzUyGwDt9e,black-metal,Metal,-180.35236,135.6443,-24.463905,9.486212,-3.6169484,10.433228,4.342184,5.58799,-4.4426885,1.0418725,-1.7662325,-0.39559418,-0.11950698,117.14396,49.08178,11.762656,8.274931,7.204098,8.0167055,9.576583,8.200899,7.5766134,6.4241433,5.5784783,8.089048,5.039541,0.41378745,0.05901594,-0.016413743,0.01967402,-0.000697144,0.011906366,0.0026780139,0.010219744,0.006073551,0.010949332,0.006946498,0.011480116,-0.0007007775
1EcNJPxbjvi4HJ0iPBDkJp,black-metal,Metal,-100.96488,81.673904,-36.055992,28.206251,-7.4036508,1.2991129,-0.2193388,5.265179,5.0563283,0.65697527,-0.13145289,3.1191988,-0.6926011,178.6384,24.04115,33.122974,14.651048,13.326964,11.581797,6.696154,12.552658,5.956741,10.574995,6.2963033,8.203679,7.0377264,0.43206882,0.070236504,-0.017506165,0.021418314,-0.0085974345,0.0040617874,0.0019417506,0.017847514,0.0034221858,0.006260602,-0.0030460276,0.008340684,0.0076363506
6bKp7enSiddwKgfJ49Zkq4,black-metal,Metal,-136.91212,60.717903,-17.011005,20.23996,-4.9500713,10.131626,4.4965596,13.296031,2.195988,9.037119,8.539251,7.909536,-3.5115826,169.71165,30.924664,11.431984,10.175388,9.958188,8.705446,10.261323,9.857836,6.5209913,6.5489526,6.762726,5.3063674,4.672221,0.44246098,0.06530421,-0.013802647,0.00816569,0.0006320779,0.006533236,-0.003936628,0.008781693,-0.003438136,0.006863768,0.008641182,0.015570734,0.0032595054
36BpdNhpc6BuY53BopgMyu,black-metal,Metal,39.76178,58.94156,-12.965257,41.786884,-3.4637992,13.873757,1.5430249,5.949048,4.313065,5.273261,-2.2212262,2.415694,-2.3128073,89.61434,13.352288,9.511437,9.072592,9.239685,11.248224,8.560789,5.0732408,6.119203,10.64999,5.0206165,5.0388384,5.0897126,0.45958942,0.047480557,-0.013880485,0.028180934,-0.0018316483,0.018260472,0.008031413,0.008147779,0.0066005276,0.008517182,0.0025286456,0.0030704918,-0.0037050683
6zog3BVAWix1uXRfevBE2u,black-metal,Metal,-37.660355,88.63251,-16.780191,36.85645,1.9100536,19.256205,-1.7515056,4.208537,-1.0235862,-4.6549244,-11.700578,-0.8672345,-5.040474,53.24794,15.09378,10.784335,8.557104,7.0205703,5.9451904,5.7952356,6.418524,6.7102447,6.1238813,5.6103826,5.475507,5.2709837,0.34408188,0.0785144,-0.004494546,0.028799763,0.004772714,0.019714216,0.0037652457,0.0021944393,-0.0007207327,-0.0073353755,-0.018347558,-0.009522639,-0.012628411
64aHsHQnTTFLGCeIsSGJCI,black-metal,Metal,5.6882935,75.32439,-23.00195,35.454548,24.07205,25.880596,2.289443,4.9988866,-7.1446757,12.677478,0.38408536,-0.39969888,4.4624386,39.780426,14.220452,16.454018,9.303045,7.9683204,4.4142494,6.970971,5.607503,5.492293,5.785626,4.9197907,5.431656,4.9986434,0.37842157,0.02284822,0.004222858,0.013870298,0.020504495,0.012630383,-0.013370653,0.014567345,0.0014020319,0.019916736,0.006475109,0.02005644,0.01823647
7h0VeXlTvqW7CwC6czI2X1,metalcore,Metal,-1.5518701,84.91381,10.892588,15.845086,-9.305648,17.706514,-4.14799,8.442866,6.4067926,18.275665,-0.9792731,2.3407655,-3.48709,28.413542,16.780176,11.037238,9.421826,8.805776,8.176327,6.577736,7.0602083,6.641949,5.800241,5.4393263,5.7322674,5.741555,0.34570694,0.042274855,0.010748043,0.009152193,-0.0042296676,0.00925333,0.0007004221,0.009322808,0.0031070278,0.007749333,0.005398648,0.013179487,-0.0058289156
5JTySObLwVCxXbLYRtQIf3,metalcore,Metal,-113.40369,109.98169,-35.22834,44.67162,-1.1763315,5.37106,2.9506931,-8.340971,-8.325223,-3.1117134,2.107867,0.35279945,-4.76391,74.3256,28.51728,32.004536,14.866605,19.254868,9.351514,6.786092,10.859611,6.889152,11.15683,6.9573007,7.6292424,8.493256,0.33007014,-0.036638707,0.06208674,0.0018954912,0.02220177,0.02060844,0.00088513596,0.010603587,0.009634321,0.008657666,-0.0066435477,0.015992103,0.02353008
2b0X8G7Sx9ej3MOeKsYuhC,metalcore,Metal,-10.522382,67.66355,-11.734697,36.76225,9.678374,21.761175,-4.45987,12.783369,1.2901179,2.6682065,-2.8513455,3.1122227,-3.544067,53.41457,16.653942,21.402416,10.992957,11.881735,7.359049,10.428534,7.991349,5.9873514,7.721926,5.7981973,7.5820956,5.6262083,0.38266078,0.03314056,-0.0144457435,0.02497462,0.009717021,0.016397735,0.0018940312,0.022010911,0.016636793,0.0077862865,-0.0038244717,0.0065367464,-0.0047827302
3HhaSocKwTptze7PySNZlW,metalcore,Metal,-26.247137,60.17525,-21.7853,29.732597,-3.317147,8.107369,-7.1065083,2.710007,-0.6924622,-1.0890064,-3.5025194,-0.24048477,-4.1038756,106.514824,21.880173,30.476011,21.707378,16.44899,10.853575,9.585134,9.898427,8.023798,9.586618,6.754948,9.27963,6.9688706,0.37798634,0.07038939,-0.012621261,0.03161247,0.0024971238,0.012457103,-0.0059218863,0.008205903,0.0053308927,0.005048126,-0.00226652,0.008388925,0.0054783737
2uD8ezTUaLTtoqaXUiWPIR,metalcore,Metal,-255.84676,160.35081,-51.795834,38.73939,-10.485589,11.352541,-2.2598617,-7.316973,1.4153296,-13.513819,-0.27436134,-5.427662,-2.7787855,103.001976,28.778788,24.985956,17.038977,12.6874695,13.330165,8.34398,6.762172,6.6219306,5.112395,5.6360307,4.8591127,4.711476,0.38540623,0.112155244,-0.048296656,0.034529977,-0.022835268,0.014453734,-0.015671503,-0.0033704918,0.0032689779,-0.005951898,0.005003554,0.0023047142,-0.0039835554
04K4hdavNtIwDwn3V6IKOE,metalcore,Metal,42.90232,65.07251,-18.79764,29.224445,7.8621883,13.703445,8.813348,9.148722,-0.17107628,9.861495,4.5311246,6.87883,-1.3761971,66.809975,22.538645,16.022549,18.163649,12.38263,10.03895,9.385646,8.856465,7.163735,7.240023,6.3846736,5.9793653,5.563682,0.4421376,0.062202476,-0.017432215,0.024221268,0.00025680708,0.013016264,0.00696508,0.0067998455,-0.0009359169,0.010087629,0.0070307218,0.0062754103,-0.0036752294
2gYLeC5Ikd8DFSJfwGZJp3,metalcore,Metal,-186.2037,69.07385,1.5681852,17.81194,5.656814,9.087205,4.5945673,6.7136526,5.0357404,7.6650963,1.6244199,5.5855594,1.9486824,224.06891,52.638805,13.787723,14.703528,7.4144635,8.633749,6.4868774,6.481203,6.0727043,7.343674,4.434379,6.1026716,4.292609,0.35068572,0.07382931,-0.0027844869,0.03373201,0.013939279,0.008438823,0.007585233,0.0066385535,0.011871539,0.007849937,0.0033951735,0.009765858,0.0049733273
7yhN7C46ts8tAKHoNRrBL6,metalcore,Metal,17.001497,84.08201,-32.354195,16.605652,-1.4345031,9.581,0.8478048,9.330663,2.1551678,8.186047,2.2542279,8.794989,0.24876304,71.43917,29.026934,23.426262,16.371431,10.744006,10.0621605,9.662251,8.577041,8.303618,8.146727,5.8271956,6.8062963,5.6774163,0.5071013,0.08548256,-0.03758397,0.022715459,0.00886656,0.0077143987,-0.007052516,0.006305403,-0.00039211847,0.016129943,0.0035273295,0.015965255,0.005104082
0uyvc0R0wJ6Fu3E01UtlzJ,metalcore,Metal,6.209651,77.585976,-24.445412,28.28229,13.4342375,19.510712,4.7628307,16.285507,7.175079,6.857413,-4.029285,0.7211126,-2.4976788,54.249664,13.956608,14.686723,12.017502,9.548339,10.481131,10.267599,6.3265214,7.1857853,8.858871,6.7833767,7.293606,6.614003,0.44825915,0.08475124,-0.0049913395,0.03174112,0.008518453,0.0010406107,0.0014064776,0.009077599,0.004422397,0.005831096,-0.0018041515,0.012029772,0.009269126
2VjgDMPac8RDAaz2JH3UBs,metalcore,Metal,16.481354,87.8347,-16.617678,24.97499,10.796603,17.226995,1.0023183,5.8295135,2.1720424,8.647791,0.42288086,6.3530273,0.3637466,79.29844,23.452753,15.43547,10.78089,8.386388,8.696664,7.785935,7.4237638,6.793252,6.6622744,5.664797,6.2588415,5.7803936,0.42575452,0.08659266,-0.009356314,0.0043828553,-9.419379e-06,0.011025785,0.0010929517,0.013007052,0.0080087725,0.0074016266,0.001805839,0.0100053055,0.011145835
51s7WZriwg2D51gbCrbNVz,grindcore,Metal,-277.79974,89.72263,7.4562407,29.834417,-2.9337227,16.660051,0.29620993,10.601795,1.1518407,12.983468,-0.53430915,6.154947,0.29096946,115.76375,45.18869,28.023207,18.649902,18.574564,16.236317,11.851488,11.487675,9.33051,9.067379,7.593424,7.2072635,6.776567,0.22987665,0.081706755,0.017944947,0.029564228,0.0016337208,0.017875683,-0.004630664,0.0051403497,0.018603975,0.016729511,-0.005516393,0.0020103746,-0.0004871172
1EaqOZgMS5uhH932serZZ2,grindcore,Metal,-42.2389,84.89896,-32.927185,22.54983,5.9750605,-0.16668068,-16.142654,-11.963765,-8.790715,-3.321489,-16.241665,-5.9172196,-0.6784036,60.702446,19.708076,14.023663,12.7723055,12.083932,8.556553,8.190095,7.3051386,7.3262634,5.066735,6.3345857,5.521046,4.992945,0.11880374,-0.034073945,-0.0365219,0.011848699,0.015248579,-0.021343818,-0.0068144687,-0.024747739,-0.0008922561,-0.001959306,0.00049204426,0.012346426,0.013098066
1xi0HFAsNfM5t0v7sFqkU2,grindcore,Metal,-0.107465714,76.46672,-38.451435,46.457916,2.4943311,15.027483,1.4841232,5.5110598,2.0395277,8.324315,2.3141007,11.763237,-1.9087725,67.88171,29.968004,25.740137,16.802572,10.661558,8.631874,6.5977607,6.971366,6.0421486,6.3151464,4.7098274,4.919852,4.7484856,0.4392769,0.060022578,-0.008661141,0.018698925,0.008951506,0.0031522627,0.0026582216,0.0021893417,-0.0004826356,0.01745551,0.0077276384,0.016305158,0.0020851346
46ORcEf64lk1CrM00THv6O,grindcore,Metal,8.665996,89.852974,-21.70677,27.915142,0.8864901,10.849621,4.7593822,3.4238822,1.3064902,4.076244,-1.0970613,7.864578,-1.3181311,105.620636,17.930979,14.820582,13.124537,12.76824,8.518052,9.492264,8.366896,7.88139,6.4307804,5.963787,6.192668,4.7425385,0.4315926,0.07956032,-0.02188393,0.027786154,-0.0004516209,0.003397562,0.0042902376,0.0030998602,0.0015320654,0.0032179337,-0.00029496476,0.008593682,-0.0009537149
4F237kCyNFJq1z6X7QMLVK,grindcore,Metal,-37.016968,58.848904,0.5428225,66.81827,10.681973,6.653773,8.376725,12.124829,-5.876746,1.8964628,-1.4284571,3.471119,-9.949694,65.6643,24.42363,17.527794,23.814072,13.767939,8.640291,8.884221,7.394134,6.578501,6.792267,6.7141676,5.1878395,5.0452724,0.42358607,0.011987326,0.025222447,0.028874341,0.02010886,0.0074800206,0.007291375,0.0040931245,-0.017866338,-0.0055939537,-0.002663336,0.004851639,-0.0064714686
6wvGJptwP1fE3O7MADfXq7,grindcore,Metal,37.337234,78.02348,-26.712208,50.646847,-3.7565622,-0.10666267,-0.4961529,4.864679,1.1142789,-3.3853664,-1.6425316,4.8792977,-10.220566,56.133755,12.715775,12.906123,18.18232,8.58968,6.306258,6.983199,6.002287,5.904997,7.9805284,6.259836,6.470586,6.0677238,0.42612904,0.06694878,-0.007882423,0.07508609,0.015749473,-0.0052209385,-0.0034092173,0.013437695,0.0034422204,-0.019208595,-0.009913648,0.011930933,-0.007605712
0BP3yCkaHsQsextscgdZFF,grindcore,Metal,27.278559,45.209023,-6.3198037,41.853973,5.842628,5.5745716,-7.285263,13.308429,-2.446849,3.2474036,3.0533853,3.5970588,-3.2199216,55.22177,17.77974,11.211168,12.593131,10.9300995,6.5674095,7.5208073,6.482227,5.156982,4.9482884,4.944942,4.745247,4.9630914,0.49703044,0.022293244,0.006376756,0.054182015,0.018666813,0.017000152,-0.00090164004,0.017148826,0.0023530626,0.010103799,0.0023893004,0.0012722665,-0.0037132015
5XPeGv8zY3kqkxKYAcQRV3,grindcore,Metal,-61.92764,73.88336,-2.7720978,57.729065,-9.192507,13.6464405,0.66687596,5.226875,-0.69947165,2.8607953,-3.8103533,6.600693,-4.5670686,51.934113,19.28409,16.937433,18.890347,7.204244,6.5267034,6.5858746,5.2492166,6.3376927,4.8397293,4.3954864,4.8367085,4.538011,0.09519375,-0.008373985,0.03995149,0.06339342,0.023867346,0.0042038276,-0.0031136684,-0.0017988827,0.009424074,0.001002466,-0.0020320034,0.007633069,-0.003589089
1sSXfaMRu6ZBMca0L0Hs7o,grindcore,Metal,-86.95305,76.75415,-46.795628,52.55047,3.6032412,14.102278,-1.9545285,10.372531,-0.23886573,0.6114638,5.251944,2.6034815,-14.765437,77.017784,16.079733,16.004637,20.593313,10.804778,10.191124,7.9422846,5.6303153,6.0514193,7.048408,6.832005,5.1288123,10.006914,0.44995666,0.05971515,-0.042398203,0.008282694,0.0027511097,0.021459574,-0.0016301143,-0.0009714553,-0.0066018947,-0.002485224,-0.00017377245,0.005632624,-0.0016409222
1jUhGlGqCa3fQAAlAA9c8x,grindcore,Metal,-326.4786,163.77913,36.36345,9.057003,18.488964,14.802543,5.928261,3.7046132,-3.3058121,-0.5962234,11.83446,13.422976,2.746091,83.56176,49.68623,25.07565,25.515673,22.00911,17.388826,13.474683,12.538255,13.818473,11.028165,9.82224,10.134039,9.4410715,0.20272279,0.16316916,0.033202015,0.01945138,0.0460085,0.016307745,-0.026932947,-0.02206325,-0.002152043,-0.0065113814,-0.014032088,-0.010507621,-0.008815354
5QdGk4WOEq7ACHMELB5glC,hardcore,Metal,5.136521,65.369835,10.27955,27.06807,-4.509857,5.6128945,-1.0668018,13.001752,-4.04006,7.7186813,-0.017068302,3.9989364,-1.5390322,50.034405,10.990729,10.393933,9.00022,6.790495,7.2576523,6.0830927,5.3458405,5.1837325,5.9152346,4.94402,4.5865407,4.2772107,0.4086488,0.052294806,0.011149797,0.024447802,-0.00933382,0.010631044,0.003892946,0.013241864,0.0023326876,0.0058192564,0.00034322127,0.010476869,-0.0015965549
0xdfqjP4mkQdHvZtRXG5KG,hardcore,Metal,-66.11255,62.136986,-9.346786,33.875328,9.021287,7.971994,-1.9044225,7.1116605,-0.88117117,2.4608824,-7.034953,-0.7993017,-5.771075,72.29315,23.583244,21.407635,13.015251,9.985912,9.821028,8.331555,7.9503465,7.612484,7.096123,8.640936,6.7646923,6.737883,0.18865417,-0.023337465,-0.015310694,-0.00072006026,-0.0061979117,-0.012975834,0.0006538412,-0.009814745,-0.031450756,0.004195082,-0.031341333,-0.018079739,0.0037512793
6emdbcRTZnIRizDP5gOnNy,hardcore,Metal,-134.58055,76.86697,-14.7623205,28.534206,-1.0581203,6.006873,-2.5374186,7.494803,-8.520601,3.4572573,5.3061624,-0.7661354,-4.86953,92.31521,30.014902,25.960564,14.98236,12.830027,8.847072,12.901761,9.056195,9.039371,8.938267,7.850582,7.458771,7.1558533,0.11365438,-0.0016530764,0.037934154,-0.031111628,0.009760384,0.017056234,0.0055267774,-0.0018721232,-0.011682136,0.004838325,0.0030022697,0.014951789,0.007469635
63T3O3u70cICyNxJPh3CXn,hardcore,Metal,-114.3701,84.740715,23.44162,40.557682,3.9060078,21.109507,-10.820574,13.202043,4.2836695,1.4805201,-3.645777,4.5272245,0.32647392,55.538635,44.00476,32.265556,16.999699,15.237202,12.197233,13.732536,11.298756,10.417119,11.005376,9.334269,8.933657,8.060279,-0.015187981,0.20454432,0.05079659,-0.0063349823,0.015903886,-0.013599025,-0.022007124,0.020588296,0.021908492,-0.024052903,-0.019154059,-0.0076564737,0.0025685963
0DKNNR9iDjwfCEpMiFXMJq,hardcore,Metal,-188.10368,96.55065,-13.426623,11.265645,0.025991151,-10.408972,-0.4242465,-3.2492552,-11.4522085,0.031495273,-15.433415,-8.301005,-9.520748,121.32159,35.844986,31.457254,20.76444,14.328703,15.522014,11.374968,9.239667,10.211179,12.852184,10.058537,12.867375,7.868056,0.3980349,0.045128174,0.0003337299,0.017047348,0.012136345,0.0060817576,0.015050427,0.0065335864,0.0033681814,0.005810894,-0.0040196236,0.007109887,-0.0057755043
0VpW9XAE5QC0nj4qhQ4FGM,hardcore,Metal,-261.75656,77.55181,-16.310398,4.1902766,-7.805315,13.204319,-6.3187227,1.4137605,-5.365799,3.1568108,-5.249337,-2.017233,-6.267655,142.07214,61.97937,23.276274,24.907318,13.629221,9.81368,10.806584,7.664575,7.7900147,6.836525,6.113558,8.674631,7.0926147,0.46105793,0.06042521,-0.017331976,0.009470436,-0.0045939693,-0.0055250027,-0.014505805,-0.0009229412,0.0014276202,0.008580374,0.0035322842,0.00772266,0.0013276571
0kqYjKsdQ2UfbkMANcEXou,hardcore,Metal,-55.391434,126.28356,-18.7908,49.8503,19.094269,1.3434751,7.1723533,13.9543295,-1.4346083,4.4888206,2.2894945,6.327009,-5.797233,41.691143,28.140676,12.791947,10.332546,8.758351,7.5849767,6.9648967,7.481067,6.404268,7.023725,6.474687,5.6492543,5.6639004,0.19941339,0.09989723,-0.050361067,0.03665933,0.012379159,-0.012607189,-0.0011667726,0.0059850207,-0.006621963,-0.010044622,0.0025113826,-0.0011953211,-0.0034794055
